city,country,latitude,longitude,property_name,property_type,site_review_rating,state,traveller_rating,,,,,,,,,,,,,,,,,,,
Nainital,India,29.365122,79.551659,"Shikha Inn Resort, Bhimtal, 20 kms from Nainital",Hotel,,,Location:4.7/5 | Hospitality:3/5 | Facilities:3.7/5 | Cleanliness:3.7/5 | Value for Money:3/5 | Food:3.3/5,,,,,,,,,,,,,,,,,,,
Patiala,India,30.34058,76.401074,Kaka Hotel,Hotel,,,Location:3/5 | Hospitality:2/5 | Facilities:2/5 | Cleanliness:2/5 | Value for Money:2/5 | Food:2/5,,,,,,,,,,,,,,,,,,,
Indore,India,22.6476809,75.961062,Crescent Resort and Spa Indore,Hotel,,,,,,,,,,,,,,,,,,,,,,
Indore,India,0,0,Hotel Divya Palace,Hotel,,,,,,,,,,,,,,,,,,,,,,
Bhimavaram,India,0,0,Hotel Pranams,Hotel,,,,,,,,,,,,,,,,,,,,,,
Satna,India,0,0,Hotel Apaar Residency,Hotel,,,,,,,,,,,,,,,,,,,,,,
Chikmagalur,India,13.386439,75.767546,The Spectrum,Hotel,,,,,,,,,,,,,,,,,,,,,,
Baharampur,India,24.0989,88.2577,Hotel Sonali Bangla,Hotel,,,,,,,,,,,,,,,,,,,,,,
MountAbu,India,24.595142,72.720989,Shiv Villa,Hotel,,,Location:3.4/5 | Hospitality:3.4/5 | Facilities:3.3/5 | Cleanliness:3.4/5 | Value for Money:3.4/5 | Food:3.1/5,,,,,,,,,,,,,,,,,,,
Khandwa,India,21.8207,76.3526,Hotel Castle Inn,Hotel,,,Location:4.2/5 | Hospitality:4/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:4/5 | Food:4.2/5,,,,,,,,,,,,,,,,,,,
Tirupati,India,0,0,Hotel Sushma Bording and Lodging,Hotel,,,,,,,,,,,,,,,,,,,,,,
Guwahati,India,26.192823,91.752398,Riverview Guest House,Hotel,,,Location:4.8/5 | Hospitality:3.9/5 | Facilities:3.8/5 | Cleanliness:3.9/5 | Value for Money:3.9/5 | Food:4.1/5,,,,,,,,,,,,,,,,,,,
MountAbu,India,24.592593,72.715625,HG Grandiose Hotel,Hotel,,,Location:4/5 | Hospitality:4/5 | Facilities:3.9/5 | Cleanliness:4.1/5 | Value for Money:3.9/5 | Food:3.9/5,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.218159,76.318479,Hotel Pine Valley,Hotel,,,,,,,,,,,,,,,,,,,,,,
Guwahati,India,26.178655,91.756422,Hotel Green Valley,Hotel,,,Location:4.5/5 | Hospitality:4.2/5 | Facilities:3.8/5 | Cleanliness:4.4/5 | Value for Money:4.2/5 | Food:3.9/5,,,,,,,,,,,,,,,,,,,
NewTehri,India,0,0,Himalayan Eco Lodge,Lodge,,,,,,,,,,,,,,,,,,,,,,
Idduki,India,9.60616,77.16684,The Makam Residencey,Hotel,,,,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.247138,76.332308,Turkish Cottage,Hotel,,,Location:4.5/5 | Hospitality:3.8/5 | Facilities:3.8/5 | Cleanliness:4/5 | Value for Money:3.8/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Nainital,India,29.364899,79.551246,Shikha Inn Resort,Hotel,,,Location:3/5 | Hospitality:0/5 | Facilities:3.5/5 | Cleanliness:4/5 | Value for Money:3.5/5 | Food:0/5,,,,,,,,,,,,,,,,,,,
MountAbu,India,0,0,Hotel Kiran Mount Abu,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,0,0,FM Rooms Udaipur,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,0,0,hotel avlokhan,Hotel,,,,,,,,,,,,,,,,,,,,,,
Hassan,India,12.995371,76.080464,Hotel Mayura International,Hotel,,,Location:4.3/5 | Hospitality:4.4/5 | Facilities:4.2/5 | Cleanliness:4.4/5 | Value for Money:4.4/5 | Food:4.4/5,,,,,,,,,,,,,,,,,,,
Saputara,India,20.526017,73.751857,Uday Hill Resort,Hotel,,,Location:3.6/5 | Hospitality:3.2/5 | Facilities:3.2/5 | Cleanliness:3.8/5 | Value for Money:3.2/5 | Food:3.2/5,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.576246,73.691181,Hotel Neelam Palace,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.361723,79.541144,Aamod Resort - Bhimtal,Hotel,,,Location:3.6/5 | Hospitality:3.9/5 | Facilities:3.9/5 | Cleanliness:4.1/5 | Value for Money:3.9/5 | Food:3.8/5,,,,,,,,,,,,,,,,,,,
Dharamshala,India,0,0,PAUL HOUSE,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.535442,73.681425,Singhi Villa Guest House,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.4471236,79.5621,Kumaon Roop Resort- Ramgarh,Hotel,,,Location:3/5 | Hospitality:0/5 | Facilities:2/5 | Cleanliness:3/5 | Value for Money:3/5 | Food:0/5,,,,,,,,,,,,,,,,,,,
Gwalior,India,26.215473,78.176453,Gulmohar Guest House,Hotel,,,Location:4.7/5 | Hospitality:4.7/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:4.7/5 | Food:3.8/5,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.23864,76.323527,Hotel Buddhas Valley,Hotel,,,,,,,,,,,,,,,,,,,,,,
Kashipur,India,0,0,Hotel Business Inn,Hotel,,,,,,,,,,,,,,,,,,,,,,
Guwahati,India,26.166284,91.777256,Ashirwad Homestay,Hotel,,,,,,,,,,,,,,,,,,,,,,
Churu,India,28.301673,74.969177,Hotel Malji Ka Kamra,Hotel,,,Location:4/5 | Hospitality:5/5 | Facilities:4/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,,,,,,,,,,,,,,,,,,,
Nainital,India,29.395323,79.458979,Snow View Huts,Hotel,,,,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.243818,76.332525,Vikrant Hotel & Restaurant,Hotel,,,Location:4.2/5 | Hospitality:3.2/5 | Facilities:3.2/5 | Cleanliness:3.2/5 | Value for Money:3.2/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Gwalior,India,26.280869,78.200239,Hotel Gwalior Regency,Hotel,,,Location:4.2/5 | Hospitality:4/5 | Facilities:3.9/5 | Cleanliness:4/5 | Value for Money:4.1/5 | Food:4.1/5,,,,,,,,,,,,,,,,,,,
Kohima,India,0,0,The Classic Aradura Inn,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.396467,79.444232,Arif Castles,Hotel,,,Location:3.5/5 | Hospitality:4.1/5 | Facilities:3.9/5 | Cleanliness:3.8/5 | Value for Money:3.9/5 | Food:3.4/5,,,,,,,,,,,,,,,,,,,
Nainital,India,29.3659,79.535,Green Glen,Hotel,,,,,,,,,,,,,,,,,,,,,,
MountAbu,India,24.582807,72.722581,Royale Palace,Hotel,,,Location:3.6/5 | Hospitality:2.8/5 | Facilities:2.2/5 | Cleanliness:3.2/5 | Value for Money:2.8/5 | Food:2/5,,,,,,,,,,,,,,,,,,,
Udaipur,India,0,0,Hotel Riddhi Inn,Hotel,,,,,,,,,,,,,,,,,,,,,,
WeekendGetawaysAroundHyderabad,India,17.423613,78.462219,The Park Hyderabad,Hotel,,,Location:4.5/5 | Hospitality:4/5 | Facilities:4.1/5 | Cleanliness:4.3/5 | Value for Money:4/5 | Food:4.1/5,,,,,,,,,,,,,,,,,,,
Kashipur,India,0,0,Hotel royal inn,Hotel,,,,,,,,,,,,,,,,,,,,,,
WeekendGetawaysAroundHyderabad,India,17.444003,78.466197,Kamat Lingapur Hotel,Hotel,,,Location:4.2/5 | Hospitality:4.2/5 | Facilities:3.9/5 | Cleanliness:4.3/5 | Value for Money:4.2/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Tirupati,India,13.625793,79.431632,Bliss Hotel,Hotel,,,Location:4.5/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:4.3/5 | Value for Money:4.2/5 | Food:4.4/5,,,,,,,,,,,,,,,,,,,
Kollam,India,0,0,Pallimukku homestay,Hotel,,,,,,,,,,,,,,,,,,,,,,
Tirupati,India,13.629596,79.416871,SRI MEENAKSHI RESIDENCY,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.382749,79.464581,Welcome Park,Hotel,,,Location:4.2/5 | Hospitality:4.1/5 | Facilities:3.7/5 | Cleanliness:3.8/5 | Value for Money:3.7/5 | Food:4/5,,,,,,,,,,,,,,,,,,,
Guwahati,India,26.18497,91.747367,Star Lodge,Lodge,,,Location:3/5 | Hospitality:3.5/5 | Facilities:3.5/5 | Cleanliness:2.5/5 | Value for Money:3.5/5 | Food:3/5,,,,,,,,,,,,,,,,,,,
Nainital,India,29.382597,79.464409,hotel prashant,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.5809,73.6828,Harsh Vilas Guest House,Hotel,,,Location:5/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:4/5 | Value for Money:5/5 | Food:5/5,,,,,,,,,,,,,,,,,,,
NubraValley,India,34.585531,77.47735,Apple Cottage,Hotel,,,,,,,,,,,,,,,,,,,,,,
Dharamshala,India,0,0,Holiday Villa,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.37593,79.463853,MOHINI INN NAINITAL,Hotel,,,,,,,,,,,,,,,,,,,,,,
Madurai,India,0,0,Royal Garden,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.3957,79.4431,Hotel Relax Inn,Hotel,,,,,,,,,,,,,,,,,,,,,,
Muvattupuzha,India,0,0,Wetzler Hotels and Resorts,Hotel,,,,,,,,,,,,,,,,,,,,,,
Ambaji,India,24.332569,72.847749,Hotel Ellora by Sky Stays,Hotel,,,,,,,,,,,,,,,,,,,,,,
Dapoli,India,17.738318,73.200362,Chira Meadows Eco Resort,Hotel,,,Location:4.8/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:4.8/5,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.110225,76.278195,Hotel Sidharth,Hotel,,,,,,,,,,,,,,,,,,,,,,
Dwarika,India,0,0,Hotel Damji,Hotel,,,,,,,,,,,,,,,,,,,,,,
Firozabad,India,0,0,Green Park Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Indore,India,22.630185,75.611115,Monarch Hotel,Hotel,,,Location:3.5/5 | Hospitality:3/5 | Facilities:1.5/5 | Cleanliness:2/5 | Value for Money:2/5 | Food:3/5,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.1943,76.3462,Dharamshala Paradise,Hotel,,,,,,,,,,,,,,,,,,,,,,
Hassan,India,0,0,La Flora Pavanputra Resort and Spa,Hotel,,,,,,,,,,,,,,,,,,,,,,
Varanasi,India,0,0,K J Internationa Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.590661,73.678077,Hotel Rampratap Palace,Hotel,,,Location:4.9/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:4.6/5 | Value for Money:4.4/5 | Food:4.5/5,,,,,,,,,,,,,,,,,,,
Mahbubnagar,India,0,0,Ganesh Lodge,Lodge,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.580311,73.682573,Gangaur Palace,Hotel,,,Location:5/5 | Hospitality:4.6/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:4.6/5 | Food:4.4/5,,,,,,,,,,,,,,,,,,,
MountAbu,India,0,0,hotel ganesh,Hotel,,,,,,,,,,,,,,,,,,,,,,
Indore,India,22.747,75.8962,Hotel Silver Shed,Hotel,,,Location:3.1/5 | Hospitality:3.3/5 | Facilities:2.9/5 | Cleanliness:3.3/5 | Value for Money:3.3/5 | Food:3.7/5,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.586243,73.710702,Radisson Udaipur,Hotel,,,,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.232534,76.324266,Sai Cottage,Hotel,,,,,,,,,,,,,,,,,,,,,,
Uttarkashi,India,30.879923,78.0846,hotel classic view,Hotel,,,,,,,,,,,,,,,,,,,,,,
Nainital,India,29.385067,79.529405,UNA Comfort Misty Oaks Bhowali,Hotel,,,Location:4.8/5 | Hospitality:4/5 | Facilities:4.2/5 | Cleanliness:4.8/5 | Value for Money:4/5 | Food:3.8/5,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.219041,76.323402,Hotel Victoriya Palace,Hotel,,,Location:4.3/5 | Hospitality:3.9/5 | Facilities:3.2/5 | Cleanliness:3.9/5 | Value for Money:3.8/5 | Food:3.1/5,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.593977,73.769706,GenX Valley View Udaipur,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.581022,73.680417,Hanuman Ghat Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
Gwalior,India,26.195151,78.151249,Hotel Golden Square,Hotel,,,Location:5/5 | Hospitality:5/5 | Facilities:5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:5/5,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.577271,73.700755,Hotel Savera,Hotel,,,Location:4.9/5 | Hospitality:4/5 | Facilities:4/5 | Cleanliness:4.4/5 | Value for Money:4/5 | Food:4.2/5,,,,,,,,,,,,,,,,,,,
Khandwa,India,0,0,Hotel Yuvraj,Hotel,,,,,,,,,,,,,,,,,,,,,,
Madurai,India,0,0,anussya apartments,Hotel,,,,,,,,,,,,,,,,,,,,,,
Tirupati,India,13.629096,79.42332,Kalyan Residency,Hotel,,,Location:4.1/5 | Hospitality:3.9/5 | Facilities:3.7/5 | Cleanliness:3.8/5 | Value for Money:3.8/5 | Food:3.2/5,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.219678,76.320933,Hotel The Oak Valley,Hotel,,,Location:3.2/5 | Hospitality:3.5/5 | Facilities:2.8/5 | Cleanliness:3.1/5 | Value for Money:3.5/5 | Food:3.3/5,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.230755,76.312096,Hotel Stella Fresh,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.568297,73.641034,Fateh Garh Resort,Hotel,,,Location:4.7/5 | Hospitality:4.6/5 | Facilities:4.3/5 | Cleanliness:4.7/5 | Value for Money:4.6/5 | Food:4.2/5,,,,,,,,,,,,,,,,,,,
Chikmagalur,India,13.496349,75.802511,Halli Berri,Hotel,,,,,,,,,,,,,,,,,,,,,,
Varanasi,India,25.318506,83.000785,Hotel Basant,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.532391,73.713259,Umaid Villa,Hotel,,,Location:2/5 | Hospitality:2/5 | Facilities:2/5 | Cleanliness:2.5/5 | Value for Money:2/5 | Food:3.5/5,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.571694,73.648137,Devra - Mahindra Homestays,Hotel,,,Location:4.5/5 | Hospitality:5/5 | Facilities:3.5/5 | Cleanliness:5/5 | Value for Money:3/5 | Food:5/5,,,,,,,,,,,,,,,,,,,
Chikmagalur,India,13.320756,75.772382,Rest Inn,Hotel,,,Location:4.6/5 | Hospitality:3.6/5 | Facilities:3.3/5 | Cleanliness:4.1/5 | Value for Money:3.6/5 | Food:3.6/5,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.242844,76.331741,Sangam Hotel and Restaurant,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.578729,73.682821,Shiva Guest House,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.580397,73.679513,The Royal Lake View Villa,Hotel,,,,,,,,,,,,,,,,,,,,,,
Tirupati,India,13.628411,79.425877,Vikram Hotel,Hotel,,,Location:4.5/5 | Hospitality:3.6/5 | Facilities:3/5 | Cleanliness:3.5/5 | Value for Money:3.5/5 | Food:3/5,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.564884,73.72567,Meenakshi Hotel,Hotel,,,,,,,,,,,,,,,,,,,,,,
WeekendGetawaysAroundHyderabad,India,15.8343,78.0411,DVR Mansion,Hotel,,,Location:5/5 | Hospitality:4.8/5 | Facilities:4.7/5 | Cleanliness:4.9/5 | Value for Money:4.8/5 | Food:4.7/5,,,,,,,,,,,,,,,,,,,
Balasore,India,21.499561,86.923108,BARJORJIS BANJARA,Hotel,,,,,,,,,,,,,,,,,,,,,,
Muvattupuzha,India,0,0,Geojith residency,Hotel,,,,,,,,,,,,,,,,,,,,,,
Tirupati,India,13.634343,79.511238,Hotel K R Bhavan,Hotel,,,,,,,,,,,,,,,,,,,,,,
Tirupati,India,13.627527,79.429031,Minerva Grand,Hotel,,,Location:4.7/5 | Hospitality:4.5/5 | Facilities:4.3/5 | Cleanliness:4.6/5 | Value for Money:4.5/5 | Food:4.5/5,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.5885,73.7055,Sun Heritage Home,Hotel,,,,,,,,,,,,,,,,,,,,,,
Chikmagalur,India,0,0,Avathi Homestay,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.580202,73.683628,Bhanwar Vilas Guest House,Hotel,,,Location:4.8/5 | Hospitality:4.8/5 | Facilities:4.5/5 | Cleanliness:4.7/5 | Value for Money:4.7/5 | Food:4.4/5,,,,,,,,,,,,,,,,,,,
Dharamshala,India,32.22671,76.316985,Hotel Sagar,Hotel,,,,,,,,,,,,,,,,,,,,,,
Udaipur,India,24.573236,73.693351,Kurabar Kothi,Hotel,,,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.643318,77.210509,Roxy Deluxe,Hotel,,Delhi,,,,,,,,,,,,,,,,,,,,
Allepey,India,9.486718,76.338415,Riverland Leisures Houseboat,Houseboat,,,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.462186,76.918124,Golden Creepers Farm Holidays,Hotel,,Haryana,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.52863,77.272515,Crowne Plaza Okhla,Hotel,,New Delhi,Location:4.1/5 | Hospitality:4.7/5 | Facilities:4.8/5 | Cleanliness:2.9/5 | Value for Money:4.7/5 | Food:3.6/5,,,,,,,,,,,,,,,,,,,
Goa,India,15.271716,73.958361,Hotel Om Shiv,Hotel,,Goa,Location:4.3/5 | Hospitality:4.4/5 | Facilities:4.1/5 | Cleanliness:4.4/5 | Value for Money:4.3/5 | Food:2.9/5,,,,,,,,,,,,,,,,,,,
Agra,India,27.167792,78.048928,The Oberoi Amarvilas,Hotel,,Uttar Pradesh,Location:5.0/5 | Hospitality:0.0/5 | Facilities:5.0/5 | Cleanliness:4.5/5 | Value for Money:4.5/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Anand,India,22.559179,72.973003,Safar Retreat,Hotel,,,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.565,77.221834,Sun Villa  South Ext 2,Hotel,,Delhi,,,,,,,,,,,,,,,,,,,,
Wayanad,India,11.54229585,76.04047833,Girassol Serviced Villa,,,kerala,,,,,,,,,,,,,,,,,,,,
Agra,India,27.156385,78.059543,Courtyard by Marriott Agra,Hotel,,Uttar Pradesh,Location:4.4/5 | Hospitality:4.7/5 | Facilities:4.7/5 | Cleanliness:4.9/5 | Value for Money:4.7/5 | Food:4.6/5,,,,,,,,,,,,,,,,,,,
Goa,India,0,0,Studio Service Apartments - Arpora,Hotel,,Goa,,,,,,,,,,,,,,,,,,,,
Ajmer,India,26.453897,74.633067,Hotel Plaza Inn,Hotel,,Rajasthan,Location:4.6/5 | Hospitality:4.6/5 | Facilities:4.5/5 | Cleanliness:4.7/5 | Value for Money:4.6/5 | Food:2.8/5,,,,,,,,,,,,,,,,,,,
Jaipur,India,26.922287,75.796788,Hotel Aishwarya,Hotel,,Rajasthan,Location:2.0/5 | Hospitality:2.5/5 | Facilities:2.5/5 | Cleanliness:0.0/5 | Value for Money:2.5/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Veraval,India,0,0,HOTEL KAVERI,Hotel,,gujarat,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.490658,77.084398,Hotel Smart Inn,Hotel,,Haryana,Location:5.0/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:5.0/5 | Value for Money:4.0/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.545609,77.123047,Hotel Saptagiri,Hotel,,Delhi,,,,,,,,,,,,,,,,,,,,
Mumbai,India,19.198414,72.974173,Hotel Divya International,Hotel,,Maharashtra,,,,,,,,,,,,,,,,,,,,
Bangalore,India,12.988585,77.547767,Sunil Residency,Hotel,,Karnatak,,,,,,,,,,,,,,,,,,,,
Goa,India,0,0,Diakon Holidays,Hotel,,Goa,,,,,,,,,,,,,,,,,,,,
Goa,India,15.25579,73.923877,TripThrill Lotus Hermitage Apartment,Apartment,,Goa,,,,,,,,,,,,,,,,,,,,
Agra,India,27.158808,78.001229,Awtar Mansion,Homestay,,UP,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:5.0/5,,,,,,,,,,,,,,,,,,,
Goa,India,0,0,JOHNS Guest House,Hotel,,goa,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,0,0,Maan K,Hotel,,New Delhi,,,,,,,,,,,,,,,,,,,,
Allepey,,9.490809,76.323597,Seaside Residency,Hotel,,kerala,Location:4.3/5 | Hospitality:3.5/5 | Facilities:3.2/5 | Cleanliness:2.2/5 | Value for Money:3.5/5 | Food:2.3/5,,,,,,,,,,,,,,,,,,,
Bangalore,India,13.028614,77.544948,Hotel Venkat Presidency,Hotel,,Karnataka,,,,,,,,,,,,,,,,,,,,
Pune,India,18.520296,73.876594,Hotel Sagar Plaza,Hotel,,Maharashtra,Location:4.8/5 | Hospitality:4.2/5 | Facilities:4.0/5 | Cleanliness:4.2/5 | Value for Money:4.2/5 | Food:3.0/5,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.47853,77.098187,Hotel Casagrand,Hotel,,Haryana,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.5444,77.2444,The Solace,Hotel,,Delhi,Location:3.6/5 | Hospitality:0.0/5 | Facilities:3.4/5 | Cleanliness:3.1/5 | Value for Money:3.1/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Goa,India,15.375473,73.841859,Stay in a Homestay in Bogmalo,Homestay,,,,,,,,,,,,,,,,,,,,,,
Goa,India,15.625626,73.730846,Laxmi Guest House,Hotel,,Goa,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.647347,77.19283,Hotel Benz International,Hotel,,Delhi,Location:3.5/5 | Hospitality:4.0/5 | Facilities:3.5/5 | Cleanliness:1.8/5 | Value for Money:4.0/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Mumbai,India,19.117263,72.882023,Hotel Ace Residency,Hotel,,Maharasta,Location:3.2/5 | Hospitality:3.1/5 | Facilities:2.9/5 | Cleanliness:2.8/5 | Value for Money:3.1/5 | Food:2.7/5,,,,,,,,,,,,,,,,,,,
Akola,India,0,0,Welcome Inn,Hotel,,,Location:5.0/5 | Hospitality:4.6/5 | Facilities:4.2/5 | Cleanliness:3.6/5 | Value for Money:4.6/5 | Food:3.6/5,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.570535,77.339462,Atithee Residency,Hotel,,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,
Goa,India,15.5434,73.7628,Castle House,Hotel,,Goa,Location:4.2/5 | Hospitality:4.3/5 | Facilities:4.1/5 | Cleanliness:4.1/5 | Value for Money:4.3/5 | Food:3.6/5,,,,,,,,,,,,,,,,,,,
Jaipur,India,26.937619,75.795027,Hotel Goyal Palace,Hotel,,Rajasthan,Location:3.5/5 | Hospitality:4.3/5 | Facilities:3.3/5 | Cleanliness:2.9/5 | Value for Money:3.5/5 | Food:1.3/5,,,,,,,,,,,,,,,,,,,
Ahmedabad,India,23.038643,72.570966,Hotel Sahaj Palace Ahmedabad,Hotel,,Gujarat,Location:5.0/5 | Hospitality:4.5/5 | Facilities:4.5/5 | Cleanliness:5.0/5 | Value for Money:4.5/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Nainital,India,29.337793,79.542911,The Royal Court,Hotel,,Uttrakhand,Location:4.2/5 | Hospitality:4.4/5 | Facilities:4.4/5 | Cleanliness:4.6/5 | Value for Money:4.4/5 | Food:2.6/5,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.645698,77.215856,Hotel Pallvi Palace,Hotel,,New Delhi,Location:4.2/5 | Hospitality:4.0/5 | Facilities:3.8/5 | Cleanliness:3.7/5 | Value for Money:4.0/5 | Food:2.7/5,,,,,,,,,,,,,,,,,,,
Ahmedabad,India,23.013303,72.638781,Hotel Sagar Residency,Hotel,,Gujarat,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.648933,77.188721,Hotel Singh International,Hotel,,Delhi,Location:4.5/5 | Hospitality:3.9/5 | Facilities:4.0/5 | Cleanliness:1.2/5 | Value for Money:3.9/5 | Food:3.2/5,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.6469,77.1958,Grand Park Inn,Hotel,,Delhi,Location:3.9/5 | Hospitality:4.3/5 | Facilities:4.1/5 | Cleanliness:4.2/5 | Value for Money:4.2/5 | Food:3.5/5,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.304921,77.11973,Botanix Nature Resort,Hotel,,Haryana,Location:4.0/5 | Hospitality:2.0/5 | Facilities:2.0/5 | Cleanliness:2.0/5 | Value for Money:2.0/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
Mumbai,India,19.0914,72.827976,Hotel Royal Garden,Hotel,,Maharashtra,Location:4.5/5 | Hospitality:3.4/5 | Facilities:3.4/5 | Cleanliness:3.6/5 | Value for Money:3.4/5 | Food:2.5/5,,,,,,,,,,,,,,,,,,,
Vijaywada,India,16.502789,80.639627,Fortune Murali Park,Hotel,,Andhra Pradesh,Location:4.7/5 | Hospitality:4.3/5 | Facilities:4.0/5 | Cleanliness:4.1/5 | Value for Money:4.2/5 | Food:3.3/5,,,,,,,,,,,,,,,,,,,
Bangalore,India,12.9594,77.5938,Hotel Telehaus International,Hotel,,Karnataka,Location:4.6/5 | Hospitality:3.5/5 | Facilities:3.3/5 | Cleanliness:3.4/5 | Value for Money:3.6/5 | Food:2.1/5,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.429355,77.29665,Park Plaza - Faridabad,Hotel,,Haryana,Location:4.5/5 | Hospitality:4.3/5 | Facilities:4.6/5 | Cleanliness:3.9/5 | Value for Money:4.3/5 | Food:2.8/5,,,,,,,,,,,,,,,,,,,
Goa,India,15.545662,73.77321,Flowers Guest House,Hotel,,Goa,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.489887,77.083522,Regent Guest House,Hotel,,Haryana,,,,,,,,,,,,,,,,,,,,
Goa,India,15.595297,73.742434,Vagator Suites 1B BHK,Hotel,,,,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.591879,77.238204,The Lodhi,Hotel,,Delhi,Location:4.0/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:4.0/5 | Value for Money:4.0/5 | Food:4.0/5,,,,,,,,,,,,,,,,,,,
New Delhi And NCR,India,28.652723,77.142337,Hotel Vishesh (Karol Bagh),Hotel,,Delhi,Location:4.4/5 | Hospitality:3.3/5 | Facilities:3.0/5 | Cleanliness:3.6/5 | Value for Money:3.3/5 | Food:0.0/5,,,,,,,,,,,,,,,,,,,
